,,Availability,ActivationDw,ActivationUp
2023,823,2.78,96.21,45.59
2023,824,3.22,93.07,90.11
2023,825,8.65,83.45,136.53
2023,826,15.21,80.83,118.26
2023,827,19.53,84.3,91.59
2023,828,18.71,85.7,132.11
2023,829,18.36,87.38,129.65
2023,830,16.64,86.52,106.68
2023,831,16.24,84.85,101.9
2023,832,2.08,71.31,104.35
2023,833,16.91,71.58,131.96
2023,834,9.47,99.66,139.47
2023,835,2.08,98.75,146.73
2023,836,2.32,96.5,49.42
2023,837,2.31,89.35,67.52
2023,838,5.68,81.8,127.94
2023,839,11.12,77.21,57.85
2023,840,10.23,92.51,122.15
2023,841,11.85,91.13,113.38
2023,842,13.51,6.25,120.9
2023,843,13.58,1,93.13
2023,844,13.75,0,113.78
2023,845,1.38,8.75,122.26
2023,846,13.83,75.08,121.62
2023,847,1.33,90.11,120.5
2023,848,1.33,32.58,118.55
2023,849,14.63,-3.5,95.17
2023,850,10.72,-13.08,31.28
2023,851,0.1,-17.07,13.14
2023,852,0.1,-17.5,17.03
2023,853,9.86,-22.5,17.69
2023,854,9.33,-10,17.69
2023,855,0.99,-38.75,17.28
2023,856,10.55,-26.67,124.92
2023,857,14.59,18.66,120.44
2023,858,10.45,83.5,131.1
2023,859,4.46,110.01,144.64
2023,860,3.41,121.22,144.5
2023,861,0.26,100.52,136.08
2023,862,0.04,100.9,134.07
2023,863,1.25,95.8,98.76
2023,864,9.59,94.65,96.26
2023,865,11.49,95.06,125.14
2023,866,11.63,90.11,127.62
2023,867,11.66,80.33,116.02
2023,868,11.65,86.5,114.27
2023,869,11.48,72.67,126.35
2023,870,5.69,92.95,122.15
2023,871,5.39,111.9,142.36
2023,872,5.14,110.05,77.71
2023,873,4.59,97.08,151.73
2023,874,6.25,91.41,128.26
2023,875,9.83,91.48,144.25
2023,876,8.19,91.54,143.59
2023,877,8.12,142,144.15
2023,878,0.84,88.8,132.83
2023,879,8.72,84.83,101.31
2023,880,8.28,85.53,136.56
2023,881,6.25,100.18,108.62
2023,882,4.25,100.38,101.37
2023,883,0.04,100,152
2023,884,0.26,98.75,0.01
2023,885,0.04,102.17,67.47
2023,886,3.45,93.65,121.41
2023,887,4.25,87.13,82.91
2023,888,0.44,94.63,4.16
2023,889,3.77,127.76,121.22
2023,890,3.22,119.97,116.75
2023,891,3.22,126,125.23
2023,892,3.24,116.19,34.39
2023,893,3.75,101.13,4.16
2023,894,1.85,80.89,112.98
2023,895,3.46,101.93,103.52
2023,896,0.25,109.45,103.14
2023,897,2.87,116.8,141.37
2023,898,2.48,134.85,133.92
2023,899,3.45,152.58,144.88
2023,900,0.25,124.95,149.31
2023,901,0.32,143.76,150.18
2023,902,3.12,134.95,149.95
2023,903,3.24,114.41,150.18
2023,904,4.49,131.15,142.66
2023,905,3.98,122.71,50.92
2023,906,1.98,95.77,143.46
2023,907,0.27,116.13,150.72
2023,908,0.27,166.04,164.42
2023,909,2.18,118.1,156.99
2023,910,0.25,93.8,131.33
2023,911,0.25,114.11,128
2023,912,6.25,119.13,133.61
2023,913,8.12,114.3,115.37
2023,914,9.71,112.66,120.96
2023,915,8.13,120.15,131.34
2023,916,8.05,104.57,127.41
2023,917,8.75,114.74,131.07
2023,918,0.83,103.45,133.86
2023,919,5.71,98.86,126.51
2023,920,6.11,103.08,79.24
2023,921,5.48,94.9,148.06
2023,922,5.75,101.33,132.71
2023,923,6.05,137.13,138.08
2023,924,6.37,111.62,161.58
2023,925,6.02,133.06,161.68
2023,926,5.79,147.19,166.73
2023,927,5.84,142.81,193.43
2023,928,0.05,136.74,163.24
2023,929,0.53,107.4,138.67
2023,930,4.49,110.54,111.66
2023,931,0.04,103.9,141.52
2023,932,0.45,114.4,126.67
2023,933,5.13,101.39,118.58
2023,934,5.28,95.15,119.08
2023,935,0.62,98.1,117.27
2023,936,0.05,114.53,139.68
2023,937,0.05,108.7,90.92
2023,938,4.78,114.7,138
2023,939,4.51,105.09,69.42
2023,940,4.52,115.31,128.89
2023,941,4.91,109.89,128.39
2023,942,0.05,103.39,133.34
2023,943,5.57,99.6,135.24
2023,944,4.61,110.02,134.56
2023,945,4.28,98.05,63.17
2023,946,4.63,86.94,87.16
2023,947,4.98,94.13,132.61
2023,948,5.71,102.13,96.59
2023,949,5.53,104.89,128.94
2023,950,6.87,97.49,127.32
2023,951,6.87,89.03,30.51
2023,952,6.65,78.71,60.32
2023,953,5.72,81.68,70.37
2023,954,0.45,105,151.03
2023,955,3.33,100.35,67.42
2023,956,3.38,100,1.64
2023,957,5.44,98.23,95.91
2023,958,6.04,86.18,112.97
2023,959,4.95,94.75,121.52
2023,960,0.05,100,90.31
2023,961,4.78,141.78,121.43
2023,962,4.57,127.21,135.11
2023,963,4.69,111.34,138.82
2023,964,0.47,109.39,122.99
2023,965,4.83,129.09,118.94
2023,966,4.31,105.5,113.85
2023,967,0.45,102.18,135.11
2023,968,0.45,99.5,26.03
2023,969,5.22,100.13,114
2023,970,0.45,100.77,132.22
2023,971,4.06,136.61,151.86
2023,972,3.75,108.07,150.23
2023,973,0.64,111.13,157.32
2023,974,4.97,132.45,142.36
2023,975,0.57,132.15,147.93
2023,976,5.89,134.13,138.12
2023,977,0.42,109.71,143.25
2023,978,4.48,99.25,151.94
2023,979,3.26,105.8,146.93
2023,980,2.98,158.66,31.1
2023,981,0.33,106.78,99.99
2023,982,3.65,97.98,130.26
2023,983,0.31,114.44,131.33
2023,984,0.05,125.36,105.13
2023,985,4.54,130.38,154.07
2023,986,0.45,116.99,134.82
2023,987,0.05,133.48,144.06
2023,988,0.51,122.81,146.6
2023,989,0.05,128.64,148.5
2023,990,0.51,118.86,160.41
2023,991,0.45,110.08,158.69
2023,992,0.45,108.35,144.7
2023,993,4.97,102.08,138.61
2023,994,10.36,108.78,131.92
2023,995,19.26,99.87,121
2023,996,13.78,100.15,120.81
2023,997,1.31,97.65,126.19
2023,998,12.48,89.31,140.44
2023,999,10.36,110.06,131.84
2023,1000,17.46,84.56,132.61
2023,1001,8.23,101.27,123
2023,1002,4.75,108,95.88
2023,1003,4.64,109.99,74.42
2023,1004,4.27,117.75,150.48
2023,1005,0.47,134,147.56
2023,1006,0.05,113.62,130.28
2023,1007,4.22,115.05,124.17
2023,1008,5.89,120.9,107.13
2023,1009,0.1,114.33,77.47
2023,1010,8.11,110.75,88.68
2023,1011,6.98,140.91,144.9
2023,1012,0.1,145.74,147.06
2023,1013,9.99,128.63,140.64
2023,1014,8.72,111.17,69.17
2023,1015,0.1,105.16,1.64
2023,1016,9.79,112.94,149.27
2023,1017,11.53,120.58,145.33
2023,1018,11.63,112.89,149.95
2023,1019,13.09,112.78,141.02
2023,1020,9.62,116.43,148.88
2023,1021,0.15,117.89,122.65
2023,1022,0.15,117.94,147.11
2023,1023,0.14,118.34,150.17
2023,1024,16.13,119.38,155.03
2023,1025,8.63,121.69,153
2023,1026,0.45,120.63,136.8
2023,1027,2.98,124.74,156.07
2023,1028,3.25,124.99,167.22
2023,1029,3.25,135.01,153.54
2023,1030,3.72,136.75,160.5
2023,1031,3.43,126.02,149.87
2023,1032,0.45,139.25,112.08
2023,1033,4.14,129.43,143.28
2023,1034,0.45,122.41,149.27
2023,1035,5.88,120,137.71
2023,1036,5.63,137.19,142.95
2023,1037,4.53,124.67,151.94
2023,1038,3.94,121.75,152.66
2023,1039,3.51,137.85,157.74
2023,1040,3.68,157.43,163.66
2023,1041,4.59,130.41,163.19
2023,1042,5.07,131.62,114.84
2023,1043,1.12,124.87,153.75
2023,1044,0.09,119.01,4.16
2023,1045,4.96,125,154.54
2023,1046,5.63,117.23,77.28
2023,1047,5.54,115.92,137.08
2023,1048,8.95,117.26,159.29
2023,1049,4.85,127.83,139.48
2023,1050,3.22,124.37,160.85
2023,1051,1.98,123.78,147.98
2023,1052,1.98,135.4,135.08
2023,1053,2.77,179.92,162.84
2023,1054,3.22,131.3,140.37
2023,1055,0.45,117.27,135.75
2023,1056,4.47,121.12,136.81
2023,1057,0.45,123.58,135.23
2023,1058,0.45,121.62,126.2
2023,1059,0.45,114.9,118.4
2023,1060,0.45,119.65,115.16
2023,1061,0.45,111.8,96.37
2023,1062,4.69,108.54,107.81
2023,1063,5.37,112.58,33.93
2023,1064,0.45,115.03,54.36
2023,1065,0.45,123.8,152.35
2023,1066,3.79,136.21,111.16
2023,1067,4.21,134.51,150.58
2023,1068,3.86,131.92,152.36
2023,1069,4.47,133.18,143.73
2023,1070,4.47,113.68,47.03
2023,1071,4.47,142.11,141.19
2023,1072,5.53,108.82,152
2023,1073,3.75,113.69,146.4
2023,1074,4.31,108.72,149.73
2023,1075,3.75,176.38,160.73
2023,1076,3.25,115.53,120.2
2023,1077,0.45,113.78,159.39
2023,1078,5.45,111.51,149.96
2023,1079,5.19,111.33,106.94
2023,1080,3.75,110.75,128.18
2023,1081,3.75,109.16,126.01
2023,1082,3.75,112.31,121.56
2023,1083,3.75,116.86,128.54
2023,1084,3.75,116.47,132.66
2023,1085,4.47,112.91,134.84
2023,1086,4.85,114,108.89
2023,1087,0.42,113.16,79.89
2023,1088,3.75,116.03,155.8
2023,1089,5.15,127.16,158.84
2023,1090,4.72,115.78,157.04
2023,1091,4.47,125.73,140.17
2023,1092,3.75,109.63,124.9
2023,1093,3.68,103.85,132.6
2023,1094,3.75,113.91,134.19
2023,1095,3.75,114.28,137.73
2023,1096,0.45,113.41,141.31
2023,1097,5.48,111.59,125.39
2023,1098,5.47,127.75,138.04
2023,1099,0.29,116.52,128.16
2023,1100,2.82,140.54,121.7
2023,1101,0.45,135.68,115.79
2023,1102,3.87,143.06,168.08
2023,1103,3.94,135.79,156.76
2023,1104,4.41,115.61,149.78
2023,1105,4.47,125.3,145.3
2023,1106,4.38,117.67,142.32
2023,1107,3.22,128.22,141.62
2023,1108,3.22,136.18,137.68
2023,1109,0.35,135.5,147.67
2023,1110,4.41,123.82,128.68
2023,1111,5.14,114.68,155.67
2023,1112,0.48,114.7,150.72
2023,1113,4.26,114,46.09
2023,1114,5.18,113.46,145.78
2023,1115,4.71,114.96,150.48
2023,1116,4.47,118.29,135.48
2023,1117,3.51,126.98,132.53
2023,1118,3.23,120.58,139.59
2023,1119,3.34,112.21,137.17
2023,1120,4.12,111.27,134.33
2023,1121,4.61,108.3,145.41
2023,1122,5.25,107.83,141.87
2023,1123,0.45,115.6,163.22
2023,1124,2.12,114.25,157.46
2023,1125,3.69,121.39,152.05
2023,1126,4.38,142.28,152.12
2023,1127,3.22,134.98,148.1
2023,1128,0.45,113.5,102.88
2023,1129,8.14,131.28,126.37
2023,1130,10.76,113.71,148.29
2023,1131,10.31,103.85,118.28
2023,1132,10.44,104.4,126.3
2023,1133,10.29,106.44,114.4
2023,1134,0.34,105.68,99.17
2023,1135,3.56,112.25,116.1
2023,1136,3.75,124.52,143.65
2023,1137,0.37,110.78,116.17
2023,1138,3.75,121.34,148.24
2023,1139,9.53,133.44,146.08
2023,1140,4.47,113.08,134.08
2023,1141,11.33,114.71,126.41
2023,1142,15.44,116.06,138.55
2023,1143,15.52,107.35,91.33
2023,1144,1.37,105.93,143.8
2023,1145,0.54,110.5,164.58
2023,1146,3.82,110.5,161.21
2023,1147,4.46,113.25,121.67
2023,1148,0.45,112.52,90.55
2023,1149,3.52,110.78,134.63
2023,1150,0.42,111,139.94
2023,1151,0.45,111.75,156.83
2023,1152,0.88,122.12,141.76
2023,1153,11.91,107.45,142.97
2023,1154,14.34,117.41,145.21
2023,1155,1.75,118.89,141.25
2023,1156,1.75,117.83,140.36
2023,1157,1.75,114.72,146.39
2023,1158,1.48,119.58,132.57
2023,1159,1.19,107.4,138.77
2023,1160,1.06,111.18,139.18
2023,1161,1.43,111.5,159.43
2023,1162,15.07,124.3,153.36
2023,1163,19.79,134.84,152.72
2023,1164,19.57,124.28,131.46
2023,1165,19.57,128.75,147.24
2023,1166,20.18,106.25,102.83
2023,1167,2.05,107.63,116.04
2023,1168,20.38,106.13,144.06
2023,1169,14.05,105.93,163.12
2023,1170,5.58,106.83,153.11
2023,1171,3.25,108.58,132.15
2023,1172,3.75,111.15,63.17
2023,1173,3.75,165.8,137.15
2023,1174,4.32,123.5,149.75
2023,1175,0.58,110.23,159.38
2023,1176,4.63,113.9,151.11
2023,1177,6.25,124.32,145.34
2023,1178,13.57,112.53,143.45
2023,1179,12.15,113.09,135.7
2023,1180,12.14,112.48,115.36
2023,1181,13.87,112.16,144.51
2023,1182,13.66,108.94,125.49
2023,1183,7.39,109.87,127.85
2023,1184,6.76,106.25,157.86
2023,1185,8.99,108.2,31.85
2023,1186,10.25,115.73,128.88
2023,1187,11.08,108.4,116.11
2023,1188,13.35,105.25,114.32
2023,1189,14.03,0,94
2023,1190,14.42,0,114.42
2023,1191,14.15,53.92,124.87
2023,1192,1.59,96.96,152.25
2023,1193,8.14,110.28,179.65
2023,1194,0.45,105.85,164.53
2023,1195,3.25,107.9,142.26
2023,1196,0.25,107.63,132.54
2023,1197,0.25,107.98,149.36
2023,1198,0.03,112.69,142.25
2023,1199,0.35,111.75,142.76
2023,1200,1.23,107.17,129.09
2023,1201,11.98,107.95,124.77
2023,1202,12.47,105.7,117.13
2023,1203,12.73,107.25,112.81
2023,1204,12.81,101.73,110.35
2023,1205,15.34,104.57,114.85
2023,1206,11.06,107.88,108.37
2023,1207,4.43,107.36,103.05
2023,1208,3.75,106.2,132.98
2023,1209,4.35,101.64,114.36
2023,1210,5.65,110.45,140.21
2023,1211,6.13,103.47,130.82
2023,1212,4.47,101.27,81.82
2023,1213,4.47,90.76,113.5
2023,1214,4.47,93.82,76.21
2023,1215,4.75,106.72,82.76
2023,1216,11.07,117.63,146.26
2023,1217,5.57,110.26,165
2023,1218,3.27,112.92,99.91
2023,1219,1.77,111.53,149.34
2023,1220,1.66,114.75,146.39
2023,1221,1.25,144.59,122.41
2023,1222,0.25,117.43,153.97
2023,1223,4.31,108.55,109.16
2023,1224,4.63,112.12,142.69
2023,1225,5.17,121.04,147.28
2023,1226,4.95,111.35,108.81
2023,1227,4.95,112.43,149.04
2023,1228,5.36,124.49,158.11
2023,1229,5.25,111.19,164.54
2023,1230,4.82,108.37,154.93
2023,1231,3.75,111.3,153.46
2023,1232,2.76,110.93,152.61
2023,1233,4.72,114.43,113.75
2023,1234,0.54,118.63,163.92
2023,1235,4.92,112.63,147.79
2023,1236,4.01,110.28,102.02
2023,1237,3.48,110.81,60.76
2023,1238,3.55,111.18,59.81
2023,1239,3.26,115.42,102.82
2023,1240,0.45,134.06,149.83
2023,1241,4.99,130.88,159.09
2023,1242,0.45,121.31,158.93
2023,1243,2.02,112.05,152.62
2023,1244,0.75,128.46,163.75
2023,1245,3.92,113.45,114.45
2023,1246,3.95,114.59,159.04
2023,1247,0.43,120.07,149.65
2023,1248,4.42,123.81,34.48
2023,1249,3.57,122.45,143.96
2023,1250,0.33,130.75,132.4
2023,1251,3.45,122.63,144.1
2023,1252,3.51,110.45,139.32
2023,1253,3.77,119.12,134.54
2023,1254,0.05,112.96,167.4
2023,1255,3.75,111.92,165.91
2023,1256,4.42,136.49,109.55
2023,1257,5.01,110.84,77.07
2023,1258,0.53,111.04,159.71
2023,1259,5.46,110.37,110.41
2023,1260,4.03,109.23,121.08
2023,1261,4.47,110.22,132.19
2023,1262,4.47,150.23,152.42
2023,1263,3.22,115.99,165.27
2023,1264,4.47,110.42,169.26
2023,1265,4.92,122.52,177.7
2023,1266,5.13,116.53,176.11
2023,1267,4.42,112.25,164.43
2023,1268,4.84,114.32,134.01
2023,1269,4.51,113.52,155.81
2023,1270,4.65,142.91,186.57
2023,1271,0.45,110.22,171.5
2023,1272,4.64,113.03,139.46
2023,1273,0.1,109.72,136.33
2023,1274,9.66,121.78,132.48
2023,1275,7.85,110.18,93.13
2023,1276,7.85,110.52,1.64
2023,1277,7.05,108.83,64.97
2023,1278,5.34,109.9,137.19
2023,1279,0.51,110.32,121
2023,1280,0.52,105.63,79.55
2023,1281,0.57,102.77,84.66
2023,1282,4.81,111.13,153.33
2023,1283,13.36,132.6,100.89
2023,1284,0.1,142.49,142.87
2023,1285,15.99,128.33,146.45
2023,1286,17.73,118.53,165.07
2023,1287,17.88,113.49,106.5
2023,1288,1.88,104.75,134.38
2023,1289,16.34,62.97,112.68
2023,1290,5.44,117.49,119.55
2023,1291,3.99,135.25,165.88
2023,1292,4.68,165.28,167.52
2023,1293,4.22,150.93,160.47
2023,1294,4.33,126.76,169.11
2023,1295,4.41,129.55,158.58
2023,1296,3.98,114.48,150.95
2023,1297,3.98,131.06,153
2023,1298,4.97,128.84,144.82
2023,1299,4.97,124.72,134.63
2023,1300,4.97,121.49,146.33
2023,1301,4.69,142.13,148.49
2023,1302,4.97,121.86,172.97
2023,1303,5.42,131.48,154.32
2023,1304,5.92,168.18,163.16
2023,1305,0.63,138.46,158.24
2023,1306,6.09,116.25,141.1
2023,1307,6.31,156.04,182.9
2023,1308,0.42,113.45,168.05
2023,1309,4.47,114.91,147.44
2023,1310,4.64,110.2,118.6
2023,1311,4.38,110.18,125.91
2023,1312,3.92,104.53,62.55
2023,1313,0.57,107.63,100.47
2023,1314,6.54,113.13,151.96
2023,1315,0.45,114.27,167.99
2023,1316,5.57,174.72,154.08
2023,1317,5.74,124.92,157.89
2023,1318,4.71,123.81,159.01
2023,1319,0.48,125.26,161.77
2023,1320,6.96,114.88,157.72
2023,1321,8.02,115.22,157.99
2023,1322,8.92,138.86,153.11
2023,1323,10.68,130.97,148.98
2023,1324,10.18,109.74,153.69
2023,1325,11.22,113.06,157.63
2023,1326,10.17,125.15,159.53
2023,1327,7.18,109.83,163.77
2023,1328,6.35,110.69,169.76
2023,1329,7.84,113.21,122.89
2023,1330,9.47,110.95,154.79
2023,1331,11.14,110.33,151.01
2023,1332,8.02,110.36,169.84
2023,1333,11.43,122.62,161.58
2023,1334,13.52,138.02,159.57
2023,1335,13.64,111.92,176.63
2023,1336,1.45,113.21,174.8
2023,1337,11.06,113.5,181.74
2023,1338,5.85,115.51,156
2023,1339,6.46,116.4,137.45
2023,1340,6.47,114.3,130.67
2023,1341,0.06,114.87,135.38
2023,1342,6.57,128.39,154.04
2023,1343,8.98,128.81,163.65
2023,1344,13.91,113.66,168.7
2023,1345,1.58,103.77,155.48
2023,1346,1.87,113.03,150.81
2023,1347,21.16,113.42,128.61
2023,1348,22.79,111.44,123.01
2023,1349,21.24,112.64,130.15
2023,1350,22.96,107.96,116.55
2023,1351,2.09,101.21,125.11
2023,1352,22.93,93.6,137
2023,1353,21.28,84.3,123.92
2023,1354,30.84,56.87,124.1
2023,1355,27.42,13.27,125.33
2023,1356,18.09,0,124.2
2023,1357,0.15,20.34,126.06
2023,1358,17.68,10.45,91.37
2023,1359,21.59,0,10.92
2023,1360,35.44,0,1.29
2023,1361,39.34,5.52,68.8
2023,1362,0.25,69.89,140.27
2023,1363,8.19,107.7,139.4
2023,1364,6.25,102.14,137.5
2023,1365,6.25,109.4,156.28
2023,1366,1.15,107.25,144.02
2023,1367,17.75,97.83,122.05
2023,1368,17.31,92.7,120.77
2023,1369,18.13,59.58,125.99
2023,1370,16.81,19.13,114.12
2023,1371,17.18,110.11,130.1
2023,1372,17.88,55.47,133.6
2023,1373,18.67,18.25,128.25
2023,1374,1.62,69.5,122.1
2023,1375,0.83,110.97,146.11
2023,1376,0.74,111.18,111.13
2023,1377,18.94,65.48,1.63
2023,1378,20.27,52,124.28
2023,1379,1.98,0.01,130.34
2023,1380,20.07,0.01,145.73
2023,1381,20.04,104.46,128.95
2023,1382,18.04,56.58,26.59
2023,1383,19.87,0.01,111.67
2023,1384,22.48,0.01,107.83
2023,1385,19.95,50.61,132.78
2023,1386,0.82,95.28,150.87
2023,1387,5.92,133.06,161.28
2023,1388,0.68,144.17,176.2
2023,1389,5.36,128.47,171.6
2023,1390,6.24,115.08,164.71
2023,1391,5.53,125.25,147.9
2023,1392,10.92,117.6,109.32
2023,1393,11.14,111.17,137.38
2023,1394,18.84,116.7,126.55
2023,1395,19.52,145.05,129.98
2023,1396,19.57,113.69,110.38
2023,1397,20.07,113.15,125.63
2023,1398,0.76,114.28,149
2023,1399,4.87,115.08,163.64
2023,1400,5.28,118.9,167.88
2023,1401,6.45,80.18,155.93
2023,1402,10.83,77.47,67.52
2023,1403,1.94,52.37,93.82
2023,1404,16.99,6.17,82.76
2023,1405,17.03,0,132.97
2023,1406,17.14,0,134.59
2023,1407,17.16,0,114.55
2023,1408,19.37,11.6,118.86
2023,1409,10.98,67.26,101.59
2023,1410,4.99,77.71,155.51
2023,1411,5.61,143.56,161.71
2023,1412,0.45,148.65,170.79
2023,1413,6.16,146.81,170.31
2023,1414,5.38,137.91,167.61
2023,1415,5.59,127.13,168.92
2023,1416,4.76,138.8,160.92
2023,1417,5.88,142,159.69
2023,1418,5.83,146.69,156.47
2023,1419,6.79,123.93,152.83
2023,1420,6.79,122.18,139.58
2023,1421,0.59,119.63,151.67
2023,1422,4.75,118.55,82.3
2023,1423,2.18,116.27,158.07
2023,1424,2.66,116.05,129.09
2023,1425,0.35,91.35,118.36
2023,1426,6.17,99.1,101.83
2023,1427,8.04,105.31,137.47
2023,1428,5.36,136.05,147.45
2023,1429,6.57,136.92,159.26
2023,1430,5.36,144.25,152.35
2023,1431,4.47,114.96,154.72
2023,1432,6.98,117.98,151.33
2023,1433,6.24,109.16,143.01
2023,1434,3.15,99.7,138.9
2023,1435,0.25,118.49,105.41
2023,1436,0.25,113.51,36.3
2023,1437,0.25,121.88,154.29
2023,1438,1.25,120.07,161.14
2023,1439,3.97,112.51,122.73
2023,1440,4.42,109.94,95.16
2023,1441,4.25,113.16,131.48
2023,1442,0.49,115.8,133.71
2023,1443,4.57,110.2,131.12
2023,1444,4.56,110.07,128.53
2023,1445,4.95,110.64,65.02
2023,1446,4.87,114.41,141.1
2023,1447,2.67,161.35,152.11
2023,1448,0.25,130.64,161.27
2023,1449,5.31,117.09,112.27
2023,1450,5.08,111.18,93.56
2023,1451,5.68,105.44,79.17
2023,1452,4.47,129.56,128.06
2023,1453,4.47,116,131.28
2023,1454,4.25,110.11,90.86
2023,1455,4.47,107.49,120.89
2023,1456,6.79,106.74,118.46
2023,1457,5.57,107.99,104.97
2023,1458,0.45,112.88,138.7
2023,1459,1.98,125.32,166.98
2023,1460,1.98,157.74,182.8
2023,1461,1.98,120.69,166.93
2023,1462,1.98,143.29,162.94
2023,1463,0.45,125.9,164.31
2023,1464,4.83,112.5,157.03
2023,1465,4.52,127.85,157.34
2023,1466,4.47,113.25,152.97
2023,1467,4.39,110.16,156.4
2023,1468,0.44,109.85,142.62
2023,1469,4.29,108.41,147.28
2023,1470,4.74,114.15,151.94
2023,1471,5.52,125.45,150.23
2023,1472,4.75,123.1,156.11
2023,1473,5.44,115.48,151.56
2023,1474,3.21,107.46,1.64
2023,1475,3.22,105.86,79.18
2023,1476,3.22,109.8,117.98
2023,1477,3.22,121.84,126.38
2023,1478,3.22,103.03,55.34
2023,1479,3.22,101.83,124.08
2023,1480,2.84,100.47,120.84
2023,1481,5.38,122.83,151.85
2023,1482,4.75,135.53,153.04
2023,1483,3.98,133.94,161.53
2023,1484,2.88,157.1,165.11
2023,1485,0.29,124.18,74.99
2023,1486,3.75,149.97,111.32
2023,1487,3.75,155.77,164.39
2023,1488,5.26,102.05,139.46
2023,1489,5.18,104.49,126.05
2023,1490,6.02,110.35,51.25
2023,1491,5.36,130.89,101.89
2023,1492,5.31,116.25,143.22
2023,1493,5.26,111.25,91.91
2023,1494,4.99,128.37,142.71
2023,1495,5.65,120.6,152.13
2023,1496,0.06,106.96,160.82
2023,1497,9.26,95.15,147.78
2023,1498,0.15,78.78,118.72
2023,1499,1.75,83.75,125
2023,1500,1.61,95.73,129.09
2023,1501,1.82,110.32,142.5
2023,1502,17.92,116.81,144.33
2023,1503,1.76,99.63,112.25
2023,1504,17.25,101.28,92.55
2023,1505,0.94,81.13,158.32
2023,1506,5.92,106.85,149.28
2023,1507,3.95,102.9,163.36
2023,1508,4.98,210.3,170.12
2023,1509,4.88,120.9,152.75
2023,1510,5.68,115.34,141.64
2023,1511,5.93,110.01,143.57
2023,1512,4.95,108.8,144.26
2023,1513,5.38,119.75,142.74
2023,1514,5.76,145.48,149.58
2023,1515,5.36,127.24,143.19
2023,1516,5.36,114.72,145.26
2023,1517,5.36,113.74,129.8
2023,1518,0.55,111.45,145.71
2023,1519,0.57,110.75,97.76
2023,1520,5.44,108.83,152.75
2023,1521,0.07,113.75,152.34
2023,1522,7.34,124.8,154.05
2023,1523,7.54,108.03,154.59
2023,1524,5.71,108.52,134.84
2023,1525,4.92,110.65,154.5
2023,1526,4.25,130.73,157.1
2023,1527,5.53,113.39,161.95
2023,1528,0.07,129.35,162.2
2023,1529,6.37,119.38,174.93
2023,1530,6.08,101.53,134.52
2023,1531,4.86,119.31,150.23
2023,1532,4.22,110,129.01
2023,1533,0.44,126.16,131.85
2023,1534,5.27,106.49,129.9
2023,1535,6.25,104.12,92.84
2023,1536,0.05,113.34,151.34
2023,1537,5.05,124.24,127.56
2023,1538,0.38,115.84,123.42
2023,1539,4.05,116,121.27
2023,1540,0.44,124.5,121
2023,1541,4.25,130.07,140.3
2023,1542,3.75,134.1,142.77
2023,1543,0.44,124.19,132.63
2023,1544,4.89,149.37,133.37
2023,1545,4.64,110,128.05
2023,1546,3.72,117.09,141.67
2023,1547,4.29,114.56,35.23
2023,1548,4.47,115.85,33.27
2023,1549,4.69,115.85,66.16
2023,1550,4.36,163.18,146.66
2023,1551,4.45,115.26,157.68
2023,1552,0.55,112.3,162.01
2023,1553,4.61,118.81,65.62
2023,1554,0.04,112.14,142.7
2023,1555,2.87,114.51,160.97
2023,1556,3.26,131.51,171.03
2023,1557,3.22,124.56,156.25
2023,1558,3.81,115.3,134.23
2023,1559,4.47,129.28,163.71
2023,1560,6.56,104.23,149.96
2023,1561,6.75,130.35,162.54
2023,1562,12.98,129.5,155.24
2023,1563,13.59,113.31,147.8
2023,1564,1.52,115.11,143.49
2023,1565,1.52,100.86,131.5
2023,1566,9.73,92.63,32.26
2023,1567,0.07,100.15,86.16
2023,1568,6.62,92,129.49
2023,1569,6.62,79.53,97.02
2023,1570,14.64,86.33,93.51
2023,1571,1.94,67.73,71.07
2023,1572,19.11,12.26,122.8
2023,1573,18.92,13.04,89.08
2023,1574,1.81,0.01,118.03
2023,1575,18.29,0.01,40.56
2023,1576,1.99,44.8,138.1
2023,1577,20.17,69.95,78.88
2023,1578,21.25,88.58,99.67
2023,1579,5.25,108.98,135.87
2023,1580,5.25,116.75,151.38
2023,1581,5.25,106.18,155.43
2023,1582,7.46,122.43,146.69
2023,1583,16.54,82.3,97.72
2023,1584,0.19,91.48,121.05
2023,1585,16.39,96.91,122.37
2023,1586,17.12,95.76,125.48
2023,1587,17.12,95.76,119.81
2023,1588,1.73,96.36,121.63
2023,1589,1.68,63.41,119.31
2023,1590,15.78,81.78,120.09
2023,1591,1.36,76.09,124.11
2023,1592,14.07,91.56,128.12
2023,1593,15.08,90.22,62.6
2023,1594,13.27,81.59,117.9
2023,1595,1.74,60,110.87
2023,1596,0.17,47.88,98.24
2023,1597,16.42,68.09,104.7
2023,1598,14.32,43.47,95.28
2023,1599,1.33,60.2,87.34
2023,1600,2.25,55.21,101.8
2023,1601,2.85,46,68.07
2023,1602,18.02,40.83,118.81
